tool	downsample_percentage	ground_truth_percentile	median_rel_diff_annotated	median_rel_diff_all	mean_rel_diff_annotated	mean_rel_diff_all
Bambu	20	63	0.23340361913275076	0.31083000921408555	0.41499833602998404	0.6460059925727215
Bambu	20	66	0.21919201934151478	0.2888649048335232	0.3717281464789559	0.6184458949575456
Bambu	20	69	0.1864502953790452	0.2408966998007835	0.3466582862246219	0.5961408100850092
Bambu	20	72	0.19047885782849275	0.2381136776877194	0.3498657611881502	0.5559354708800214
Bambu	20	75	0.1614182628571813	0.20139411287166056	0.30437178664810616	0.5447072754025696
Bambu	20	78	0.15598996841279006	0.19038738644237607	0.2939733996233721	0.506570328227605
Bambu	20	81	0.14024744898161468	0.1602949939310819	0.27100201587059514	0.4600954599494409
Bambu	20	84	0.1269367577533535	0.1443802641951702	0.24368502657518043	0.4367839328692499
Bambu	20	87	0.11154216996434882	0.12669924629150922	0.2130611974618105	0.42436026061000126
Bambu	20	90	0.10640688183538466	0.11756722904374164	0.20421191660143673	0.36803798364754126
Bambu	20	93	0.09861305859771215	0.10609482514636515	0.17956851561347612	0.33296107554858445
Bambu	20	99	0.09467248457999701	0.10207326236244582	0.16984223317388378	0.3429754466196054
Bambu	30	0	0.6179668717926713	1.9319311008231366	0.952663944264963	1.2916536057313794
Bambu	30	3	0.7470179804509829	2.0	1.0194542954944295	1.340078992714879
Bambu	30	6	0.6979936774162178	2.0	0.9989231048249749	1.313291104005084
Bambu	30	9	0.6530154674000838	1.722686166355166	0.9174820326873291	1.281178462395684
Bambu	30	12	0.6242508490452896	1.1057173575928896	0.7974364029281521	1.2071658904186267
Bambu	30	15	0.5611246953295641	1.0578252814352662	0.7691438125284031	1.1624325924144654
Bambu	30	18	0.6133838514273428	1.1542414802573489	0.7760128259035982	1.2035565034953335
Bambu	30	21	0.5382411147922026	1.1118690891890601	0.7078754956163513	1.1725029227358323
Bambu	30	24	0.536801452443275	1.1990506465384314	0.7182110615345915	1.1826131755161569
Bambu	30	27	0.5267472660765459	1.1221038558033265	0.7068363069790368	1.1704890336165557
Bambu	30	30	0.45499802644548726	1.1761403440140938	0.6654656455569006	1.175243234983118
Bambu	30	33	0.47339484369292417	0.9074540299977367	0.6507080273927722	1.0919051311164014
Bambu	30	36	0.40104444889898794	0.8798736420387682	0.5862928075696555	1.058075026761118
Bambu	30	39	0.4133427150670927	1.0471706532585845	0.6008207235179217	1.11079823477247
Bambu	30	42	0.3913701969014125	0.7779509809896548	0.5525272031597007	1.029661707119091
Bambu	30	45	0.3731673697284989	0.7223461287173812	0.5398024560838597	1.0095908105437255
