tool	ground_truth_percentile	TPR_annotated	TPR_unannotated	TPR_all	FDR_all	F1_all
IsoQuant + StringTie2	93	0.99125	0.7474226804123711	0.9436619718309859	0.010548523206751054	0.9660144181256437
IsoQuant + StringTie2	99	0.996309963099631	0.7624309392265194	0.9537223340040242	0.021671826625386997	0.9658685685175752
Isosceles + IsoQuant	0	0.8903903903903904	0.10365853658536585	0.630784708249497	0.061377245508982034	0.7545126353790613
Isosceles + IsoQuant	3	0.8977443609022556	0.0911854103343465	0.630784708249497	0.05997001499250375	0.7549668874172185
Isosceles + IsoQuant	6	0.8982300884955752	0.0761904761904762	0.6374622356495468	0.05943536404160475	0.7599039615846338
Isosceles + IsoQuant	9	0.9663608562691132	0.18235294117647058	0.6981891348088531	0.082010582010582	0.7931428571428571
Isosceles + IsoQuant	12	0.9814814814814815	0.16184971098265896	0.6961770623742455	0.08100929614873838	0.792215226101889
Isosceles + IsoQuant	15	0.9925705794947994	0.2125	0.7411883182275931	0.12276519666269368	0.8034934497816594
Isosceles + IsoQuant	18	1.0	0.23646723646723647	0.7303822937625755	0.07984790874524715	0.8143578238923164
Isosceles + IsoQuant	21	0.9984126984126984	0.25895316804407714	0.7280966767371602	0.08365019011406843	0.8114478114478114
Isosceles + IsoQuant	24	0.9984051036682615	0.28337874659400547	0.7344064386317908	0.0724269377382465	0.819764177428411
Isosceles + IsoQuant	27	1.0	0.35359116022099446	0.7645875251509054	0.04642409033877039	0.8486878838637633
Isosceles + IsoQuant	30	1.0	0.36103896103896105	0.7522658610271903	0.053231939163498096	0.8383838383838383
Isosceles + IsoQuant	33	1.0	0.45209580838323354	0.8158953722334004	0.08465011286681716	0.8627659574468085
Isosceles + IsoQuant	36	1.0	0.5358166189111748	0.8368580060422961	0.05460750853242321	0.8878205128205128
Isosceles + IsoQuant	39	1.0	0.504	0.8128772635814889	0.06155632984901278	0.8711590296495957
Isosceles + IsoQuant	42	1.0	0.5176470588235295	0.8350100603621731	0.053591790193842644	0.8872260823089257
Isosceles + IsoQuant	45	1.0	0.5945945945945946	0.8640483383685801	0.04878048780487805	0.9055408970976253
Isosceles + IsoQuant	48	1.0	0.5935483870967742	0.8732394366197183	0.055495103373231776	0.9074751698902248
Isosceles + IsoQuant	51	1.0	0.7034700315457413	0.905337361530715	0.05368421052631579	0.9253731343283582
Isosceles + IsoQuant	54	1.0	0.6771929824561403	0.9074446680080482	0.04246284501061571	0.9318181818181818
Isosceles + IsoQuant	57	1.0	0.7224199288256228	0.9215291750503019	0.03477344573234984	0.9428718476582604
Isosceles + IsoQuant	60	1.0	0.7166123778501629	0.9123867069486404	0.029978586723768737	0.9403217436429684
Isosceles + IsoQuant	63	1.0	0.7632508833922261	0.9325955734406438	0.018008474576271187	0.9566563467492261
Isosceles + IsoQuant	66	1.0	0.7320754716981132	0.9284994964753273	0.02433862433862434	0.9514963880288958
Isosceles + IsoQuant	69	1.0	0.7453183520599251	0.93158953722334	0.020105820105820106	0.9551315110881898
Isosceles + IsoQuant	72	1.0	0.8149779735682819	0.9577464788732394	0.015511892450879007	0.9709331973482916
Isosceles + IsoQuant	75	1.0	0.7818930041152263	0.94662638469285	0.016736401673640166	0.9645972293483838
Isosceles + IsoQuant	78	1.0	0.7688679245283019	0.9507042253521126	0.013569937369519834	0.9682377049180327
Isosceles + IsoQuant	81	1.0	0.8016528925619835	0.9516616314199395	0.011506276150627616	0.9697280656747049
Isosceles + IsoQuant	84	1.0	0.8392857142857143	0.9637826961770624	0.013388259526261586	0.9750636132315522
Isosceles + IsoQuant	87	1.0	0.8693467336683417	0.9738430583501007	0.0071794871794871795	0.9832402234636871
Isosceles + IsoQuant	90	1.0	0.861904761904762	0.9707955689828801	0.007209062821833162	0.9816700610997964
Isosceles + IsoQuant	93	1.0	0.845360824742268	0.9698189134808853	0.00823045267489712	0.9806714140386572
Isosceles + IsoQuant	99	1.0	0.8342541436464088	0.9698189134808853	0.005159958720330237	0.9821701477330617
Isosceles	0	0.8903903903903904	0.0975609756097561	0.6287726358148893	0.055891238670694864	0.7548309178743962
Isosceles	3	0.8977443609022556	0.0851063829787234	0.6287726358148893	0.055891238670694864	0.7548309178743962
Isosceles	6	0.8982300884955752	0.06666666666666667	0.6344410876132931	0.05405405405405406	0.759493670886076
Isosceles	9	0.9663608562691132	0.16176470588235295	0.6911468812877264	0.0728744939271255	0.7919308357348703
Isosceles	12	0.9814814814814815	0.12138728323699421	0.682092555331992	0.07250341997264022	0.7860869565217391
Isosceles	15	0.9925705794947994	0.171875	0.7280966767371602	0.10408921933085502	0.8033333333333333
Isosceles	18	1.0	0.15954415954415954	0.7032193158953722	0.07661822985468957	0.7984009137635637
